pool_address,block_number,block_time,tx_hash,qty0,qty1
0xc7ff48e5a7e6a14bc4d7dca1c3e4b38321121d0b,1.5944466e+07,2022-06-26 17:44:36.000 UTC,0x334acf863b6c4ee9ffe487d0d7742751fd7b042eb2f56ce0dc12ab926e6ae41e,1261427930330,1482
0xc7ff48e5a7e6a14bc4d7dca1c3e4b38321121d0b,1.594457e+07,2022-06-26 17:45:19.000 UTC,0x4d2a9811e49b2b712d59ca2f99ac4c18839cdea46c0c32f2d75b0d746c628aae,1263831031017,1484
0xc7ff48e5a7e6a14bc4d7dca1c3e4b38321121d0b,1.5944676e+07,2022-06-26 17:46:29.000 UTC,0x1b6c03ac403ad56656098337a2f800b670c3e74304f230b23fd997717b365a2e,1263560295268,1484
0xc7ff48e5a7e6a14bc4d7dca1c3e4b38321121d0b,1.5944909e+07,2022-06-26 17:49:36.000 UTC,0x3535908eccc6de54148212247f9c17399b40e7127e3a3ba67e418b29ef68fb7a,1263018794596,1483
0xc7ff48e5a7e6a14bc4d7dca1c3e4b38321121d0b,1.5952073e+07,2022-06-26 19:10:30.000 UTC,0xdd58dce8e5d89e000f9b6f1fd88ce4c29029375b9130fb026d16b8d9356c1c4f,1299749700363,1527
0xc7ff48e5a7e6a14bc4d7dca1c3e4b38321121d0b,1.5976588e+07,2022-06-26 23:40:55.000 UTC,0x379d8955823f32318506849bf29e8bb7d7482efe87903ecf0c4b31a7acf99794,1263289559519,1484
0xc7ff48e5a7e6a14bc4d7dca1c3e4b38321121d0b,1.602521e+07,2022-06-27 07:17:11.000 UTC,0x2aa98e96eac0a8905cf35291b7a01307a38bcce84f2f39d9537c1306b4c97d63,1647361857081,1935
0xc7ff48e5a7e6a14bc4d7dca1c3e4b38321121d0b,1.6025412e+07,2022-06-27 07:17:51.000 UTC,0x503688117ce05e766418cee697865f9da18233dd6f6e214e1c6941c5d2497b59,1647361857081,1935
0xc7ff48e5a7e6a14bc4d7dca1c3e4b38321121d0b,1.6025569e+07,2022-06-27 07:17:51.000 UTC,0xa931d7021c18ccc00ca787906d339647fd0faeff5bab6a9970578882ae7bb6c0,1647361857081,1935
0xc7ff48e5a7e6a14bc4d7dca1c3e4b38321121d0b,1.602611e+07,2022-06-27 07:20:30.000 UTC,0xd574aa3468a969e46a3e549da80d5b13ead8535fcaba9effed6140d5a6b44407,1647361857081,1935
0xc7ff48e5a7e6a14bc4d7dca1c3e4b38321121d0b,1.608751e+07,2022-06-27 15:16:07.000 UTC,0x3ad9244c97e113b71614a99a770249f58016f39e747c1a90cc9cbf6fc419632c,42592101338,50
0xc7ff48e5a7e6a14bc4d7dca1c3e4b38321121d0b,1.6107938e+07,2022-06-27 17:44:01.000 UTC,0x5f59e58515b48f8f7364337513764e5c8169423a02377e5537530768418b912e,493647136369,579
0xc7ff48e5a7e6a14bc4d7dca1c3e4b38321121d0b,1.6108238e+07,2022-06-27 17:46:50.000 UTC,0xf37740b848f72390395579b5add0813fff842ec32eecb9527016e1dd38230952,522524167271,613
0xc7ff48e5a7e6a14bc4d7dca1c3e4b38321121d0b,1.6109205e+07,2022-06-27 17:55:13.000 UTC,0x18a5361bb3865a1f7328599263898e8d5778d452058eed4c2ad104a3bcfac11e,522524167271,613
0xc7ff48e5a7e6a14bc4d7dca1c3e4b38321121d0b,1.6109622e+07,2022-06-27 17:58:15.000 UTC,0xef2a06a9f20150e51f187129d4d488f861a052a3ac1acb81d9772f6c017e980e,522524167271,613
0xc7ff48e5a7e6a14bc4d7dca1c3e4b38321121d0b,1.799415e+07,2022-07-19 07:13:51.000 UTC,0xfe4efdcfd233e3a9a42cb1790fc2c1acbff5934fdcab74826408b4960c105a7e,462199389341,647
0xd38c1ce8558c3a0fbd9bb4ba2e457e800cbb4760,1.8854374e+07,2022-07-29 08:49:24.000 UTC,0x04a59ecb6b76c038bf7905c9c1357916f0c2116e0d0d00fba13fffdbf2fa0ea2,159835986848089,159
0xeb2cb3b79f70fd63e9b320ef2227ba1a51f1d058,1.8926718e+07,2022-07-30 07:01:03.000 UTC,0xe138646b1d9b866f4d5db0e3ce0a7567afbc7f356b717d0dc24fdd28bbe16400,267146436274992,267
0xe2b407c9698ab8d45018e83397a7b745b1f9e238,1.8928281e+07,2022-07-30 07:33:44.000 UTC,0x9087021faa95d0ca68ad79059b2d13406f8325f15d8263078d94ab5662a9eb6a,2196,2195
0xe2b407c9698ab8d45018e83397a7b745b1f9e238,1.8929908e+07,2022-07-30 08:04:30.000 UTC,0x46ed2ba3c3d0d9b9b64815c2e556b1b25c251e0b7805ae6745845452baaab908,2196,2195
0xe2b407c9698ab8d45018e83397a7b745b1f9e238,1.8930401e+07,2022-07-30 08:14:27.000 UTC,0x53c1e65106bb2e36ad5015def44f131d9cca80e7b7451f2b1dbea47553e6c07d,899,898
0xe2b407c9698ab8d45018e83397a7b745b1f9e238,1.8930936e+07,2022-07-30 08:22:41.000 UTC,0x4cf996e16883a686b53d6e561322dbeafb1bcb78192ccff02334c853739a2d24,2190,2189
0xd38c1ce8558c3a0fbd9bb4ba2e457e800cbb4760,1.8930978e+07,2022-07-30 08:23:41.000 UTC,0x0c8a8adafce2baabb75c51afea5ef458b56f1832f0fc66fb4ddacc481cc01ff2,378112355608847,378
0xeb2cb3b79f70fd63e9b320ef2227ba1a51f1d058,1.9437382e+07,2022-08-05 09:10:24.000 UTC,0x25ff65e170052847c04fecf7578bae1a5656cfa6679c63f5e33103ac38d9c88f,3406760545792448806,3404477
0xd38c1ce8558c3a0fbd9bb4ba2e457e800cbb4760,1.9437414e+07,2022-08-05 09:10:24.000 UTC,0x94758b3bcc4867aafede4b548f965dce7d5d8d2e4883841c03d6bec16b4f59f7,1330766155746284709,1330182
0xe2b407c9698ab8d45018e83397a7b745b1f9e238,1.9437367e+07,2022-08-05 09:10:24.000 UTC,0xb189dac3a156b04435f568e8554207442f448326919b9dd4876c9ea2b0e81e53,2114328,2114323
0xc7ff48e5a7e6a14bc4d7dca1c3e4b38321121d0b,1.9566211e+07,2022-08-06 19:59:16.000 UTC,0x01f403c44eae083e5dea69ee73defc85ffa44da16e7a5ce3599c6e21d45d505d,79821959086609,138439
0x087abaab9cd85025a8b3916948c69fe173c837ea,1.9602222e+07,2022-08-07 07:19:30.000 UTC,0xb01c85d4fcc6dee4c4473d261d219520650acd86a4e28788ca16b830ec7e7dc3,2553737,2553802
0xe2b407c9698ab8d45018e83397a7b745b1f9e238,2.0009694e+07,2022-08-11 13:25:20.000 UTC,0xab072e4e04a49bdf7a42dc2e170c40c6398f044fb621f4ca5d04c0acbbcba297,1412,1411
0xd38c1ce8558c3a0fbd9bb4ba2e457e800cbb4760,2.0009814e+07,2022-08-11 13:27:13.000 UTC,0x2e83c95f0f1e4d1f7af6b753941ce68a2068ddad21cafbbb0bd20f486dcbef1e,5163591605432509,5162
0x4303dbbd7175294609fc498b9d7677f05295856a,2.0109806e+07,2022-08-12 22:03:17.000 UTC,0x2affed53ad5869756a79bc35440b83069e1fda56190b069b37b25c8aac598bad,133600600401723,247806
0x4303dbbd7175294609fc498b9d7677f05295856a,2.0370993e+07,2022-08-16 04:23:31.000 UTC,0xb512e27f07a941fb03f8fe08edf0a2e9ae6d57cca6aaea647eb0119b4024d581,654629442745917,1214224
0xad0023bf9713252eb224fecdedfdd377e85d606d,2.1002579e+07,2022-08-22 23:34:41.000 UTC,0xfeeb453b1be0674cbee62260e77f1afa610e456544608125d557467d80cf8aa5,851,195434
0xe2b407c9698ab8d45018e83397a7b745b1f9e238,2.2611126e+07,2022-09-03 08:03:22.000 UTC,0x9448eb0b9dbb2a282c49e80b290ed5e09e7686692ac0399d972d09f646557b38,1970,1969
0xeb2cb3b79f70fd63e9b320ef2227ba1a51f1d058,2.2612106e+07,2022-09-03 08:11:43.000 UTC,0xcb75a54e47b449e94a40a524ca654326bd482bd4c1cc92b8ac3962108197945f,13077959660933919,13068
0xd38c1ce8558c3a0fbd9bb4ba2e457e800cbb4760,2.2612293e+07,2022-09-03 08:13:09.000 UTC,0x1cfd39a1efb7958e9b9f015f1d82e9bed8be0ef0fdc7c83ded02b67b2bdb0c0e,13789931135579634,13780
0xd38c1ce8558c3a0fbd9bb4ba2e457e800cbb4760,2.2622421e+07,2022-09-03 09:33:45.000 UTC,0x8d8c0a290901425f8e53cc0f35dae5e3233d2eba576970bd903ae8ebd6e5cbbb,13965305917751389,13955
0xe2b407c9698ab8d45018e83397a7b745b1f9e238,2.2622489e+07,2022-09-03 09:34:20.000 UTC,0x210a0482b16124650c0a4d4d3d0a9f6f6760316e91060912d98f475a60de5d09,1170,1169
0xbf0aa7eef5b94fe11d4d0a72be9d29882415e3bb,2.2944908e+07,2022-09-05 10:48:46.000 UTC,0x021e7ef2c10a854533c721c31a82238ee0b5171e2a97c0cac6b0076aceb30420,161,160
0xbf0aa7eef5b94fe11d4d0a72be9d29882415e3bb,2.358086e+07,2022-09-08 12:56:28.000 UTC,0xfcc4c888d201603a109a355c4dbaee4f3575c75aff7dd3d3d617f28e1bf3fd06,357908,357907
0xbf0aa7eef5b94fe11d4d0a72be9d29882415e3bb,2.3580927e+07,2022-09-08 12:56:53.000 UTC,0x42da6f9018f1786edb54094f27fce8f5f1e496876c5a718b926690733f552286,509377,509376
0x087abaab9cd85025a8b3916948c69fe173c837ea,2.3581676e+07,2022-09-08 13:00:39.000 UTC,0x0aed430616ad8677652d40a2b21a249d0295fb6e58f53f33fe84828da358bca4,921475,921486
0xd98fca6160c5265c1da4ba709d686b85f490a21d,2.4176309e+07,2022-09-12 02:53:30.000 UTC,0xcc6f43ea06173178b2ed0b504bb457a7b1b702940e1cee27f02fbe7c606f83da,1290746636375284025,1290480
0xd5b03a99441b088df2923f9e266c906971af2ded,2.4367398e+07,2022-09-13 06:55:43.000 UTC,0x243065e19465cad0a71b1e1f027ddb802081b8a42409a8045c795f6145e99d55,1618719340372173789,1618455
0x21c5f277e6255215906cd371135a1bc4491b4917,2.5059932e+07,2022-09-17 23:58:36.000 UTC,0xca4c5d86bbdbeb99c1949d1555d99ca14fcffe50176fa3e7ae7cde925f976163,5274113169370837,3951165936258049762
0xa2cf36cc09d05e6b854a2d789664883f9cb6cc42,2.5496753e+07,2022-09-20 14:11:58.000 UTC,0x826343c2f9cc377e1c903fdad0ea9b293059392f33310d36ba49a10bceee009d,91824374796943336,91797
0x087abaab9cd85025a8b3916948c69fe173c837ea,2.5519177e+07,2022-09-20 16:04:00.000 UTC,0xf5d881513cd74c69e90e00520c0bc92d291ce266d4015ced276e0ef79590a0dd,558788,558781
0x087abaab9cd85025a8b3916948c69fe173c837ea,2.5519272e+07,2022-09-20 16:04:24.000 UTC,0x0c368ea2eb99f723a75ce2ce5ea2ddd2d645d801d1bdca1968d7fd4e4170fa6d,3151414,3151369
0x087abaab9cd85025a8b3916948c69fe173c837ea,2.5519353e+07,2022-09-20 16:04:47.000 UTC,0x9a290d6a74a4ca6815afd4434383cb40fb6bbf4dc269a3efaec4db78215746a5,107906,107905
0x087abaab9cd85025a8b3916948c69fe173c837ea,2.5519454e+07,2022-09-20 16:05:14.000 UTC,0x13894783d587ec9adb64a8f2a433c91ef651d916004a06e4d2f1ea0a528b1588,1497350,1497329
0xd98fca6160c5265c1da4ba709d686b85f490a21d,2.5965489e+07,2022-09-22 13:10:34.000 UTC,0x76978e94d1b5798e448813832b037a43f95386db0233a0976e1552f938246b92,18714058089347275674,18703260
0x4303dbbd7175294609fc498b9d7677f05295856a,2.5985407e+07,2022-09-22 14:42:50.000 UTC,0xa07e8776a312566e9c622628b0d77d4aa61a3bee2673af0fb8d25433a8434e0e,4855408213062,6215
0xd98fca6160c5265c1da4ba709d686b85f490a21d,2.6015806e+07,2022-09-22 18:01:22.000 UTC,0x88cb401d845469da5c4aff3aab966e9b8facf64e9c07ea97fb43a8ec7e31cc40,16195273261986756270,16185602
0x087abaab9cd85025a8b3916948c69fe173c837ea,2.6015862e+07,2022-09-22 18:01:52.000 UTC,0xc7e146e9ac4ac73ff2f600e1197be77682b456e461d845ee9c19b4583e3f41ea,41506572,41503273
0xbf0aa7eef5b94fe11d4d0a72be9d29882415e3bb,2.6015924e+07,2022-09-22 18:02:38.000 UTC,0x75f58b1fb67c519ebbd425cf272d99dd68c5d91d91531e48e5100a9edd8f0f67,182638698,182626157
0x087abaab9cd85025a8b3916948c69fe173c837ea,2.601595e+07,2022-09-22 18:02:59.000 UTC,0x98437cdfb101bb1a93746519d3610b22b4a4a3f907b33f0327621c47c27016ea,20117193,20115594
0x8d1a0676f7f3c4d55c59a963ee710540e6a3deba,2.8043821e+07,2022-10-02 18:47:24.000 UTC,0xd419f734b7d64c405e973ec922fcfd78260d2b4cab3e64317a26325969c59ea9,33831880245,37930204649075
0x8d1a0676f7f3c4d55c59a963ee710540e6a3deba,2.8195406e+07,2022-10-03 16:23:42.000 UTC,0x9504408924950a3348b41e23e595e23c3ed1c38b07ae1cdcd2670c786ef69b1a,27940143800,32310993618403
0x4303dbbd7175294609fc498b9d7677f05295856a,2.8301815e+07,2022-10-04 08:56:29.000 UTC,0x3423bff11190a54f402fe344bbb0b2aba6f96fd80c95f97318c5c5228dcd2964,4966619904317240,6704287
0x8d1a0676f7f3c4d55c59a963ee710540e6a3deba,2.857414e+07,2022-10-05 20:41:30.000 UTC,0x9e838e78ff14193d8698188779fdf4563727d93038421d73cb63eec569ee3fd3,7544574439,8755382603919
0xbf0aa7eef5b94fe11d4d0a72be9d29882415e3bb,2.8676589e+07,2022-10-06 10:51:54.000 UTC,0x3b81d1a435af32dbf7d43cc048c94f37b8642e2013b80157851fcd15e92c4af6,10687,10686
0x8d1a0676f7f3c4d55c59a963ee710540e6a3deba,2.8758097e+07,2022-10-06 20:29:25.000 UTC,0xb1864f9f08c11970eef6e73e2e160073a7f7702cc7379a66231c02af68b8b7f2,8145906139,9625410514971
0x2149a5f5d7ca96eb98a2ee6e5b0ba1a5593a1a0a,2.8967813e+07,2022-10-07 23:03:57.000 UTC,0x0c132e3a70b2c1ccfb68a4d122db0ad73ea32efcd5c5c1e30ef0762f3d8a04b8,309538213932708,339796216883975
0x2149a5f5d7ca96eb98a2ee6e5b0ba1a5593a1a0a,2.9111591e+07,2022-10-08 14:44:24.000 UTC,0x0241c661a889c2c2a135ef24a40aeec1466c91119240e32262c0a31503d5bf0c,16582642667777,18036384166029
0x2149a5f5d7ca96eb98a2ee6e5b0ba1a5593a1a0a,2.9111745e+07,2022-10-08 14:45:13.000 UTC,0x41caae5a7d08e54945776c1b0b10a04b31da7d057be79664394f807c40b92294,299477134455095,326711732753834
0x2149a5f5d7ca96eb98a2ee6e5b0ba1a5593a1a0a,2.9113175e+07,2022-10-08 14:52:58.000 UTC,0x39c9f5ce96d0743056d0e8f69cd7fb1b9cd1527266083b4c780396951ddb4eec,132442997849295,144831951564962
0x2149a5f5d7ca96eb98a2ee6e5b0ba1a5593a1a0a,2.9117398e+07,2022-10-08 15:14:35.000 UTC,0x43548f9df15bb1ecabe432d71a3f8bd1a555151c3730560efdf410bc2c5a85f2,888073847578335,970122071417211
0x7acbea3b8ab7cdf4a595c6ed81e7d3e26038d494,2.911973e+07,2022-10-08 15:27:09.000 UTC,0x5df65ff3f646c0bc4eda15135c590c6c1e4ab7fcadb97796bf89d7a22d8a7329,127118298357142,183554
0x2149a5f5d7ca96eb98a2ee6e5b0ba1a5593a1a0a,2.9121125e+07,2022-10-08 15:35:47.000 UTC,0xb85d9e8cfedeb0657bc2650a2c2019a32210314509774124f5b33cc161db9f2c,6181890875350,6729913791593
0x2149a5f5d7ca96eb98a2ee6e5b0ba1a5593a1a0a,2.9125588e+07,2022-10-08 16:03:19.000 UTC,0xf0817fc97fa823268ee998bc723bc38c2709e2097c200c9edbd62414c1fefad1,220029214176826,239151896402377
0x2149a5f5d7ca96eb98a2ee6e5b0ba1a5593a1a0a,2.9132384e+07,2022-10-08 16:48:21.000 UTC,0x30c41eb0137b486b50003f96103250f5a2e95ca5ad6b7fd7b839a49b1d38be36,1152667139060744,1249614777554699
0x2149a5f5d7ca96eb98a2ee6e5b0ba1a5593a1a0a,2.9132406e+07,2022-10-08 16:48:29.000 UTC,0x114c61fea72247f4721e5b215e9170709612b85143bd570e2f0d9cb2161ff0d8,388282597975740,420939971181260
0xd98fca6160c5265c1da4ba709d686b85f490a21d,2.9134959e+07,2022-10-08 17:06:44.000 UTC,0x4169098aa9029466c7d5d4e63bf99d4eb628cb044f6e9c338a9017050309fde7,17533263744751,17
0x2149a5f5d7ca96eb98a2ee6e5b0ba1a5593a1a0a,2.9136979e+07,2022-10-08 17:23:37.000 UTC,0x717b8408768fb543e38388cbb5ae306cf4decb39d10760e9491555e6dbad4b2f,41346892413757,44829495952537
0x2149a5f5d7ca96eb98a2ee6e5b0ba1a5593a1a0a,2.9141101e+07,2022-10-08 17:57:56.000 UTC,0x7035e61f2caab365f586121990a78a8fd31bc554a9572a39919858c193613b4a,523256694461947,567666960231750
0x2149a5f5d7ca96eb98a2ee6e5b0ba1a5593a1a0a,2.9141543e+07,2022-10-08 18:02:11.000 UTC,0x4341526f3f4142080ec633eadf37983dd236e75844ae33fa19d7338aaca76bda,259878428216613,281935040558298
0x2149a5f5d7ca96eb98a2ee6e5b0ba1a5593a1a0a,2.9141941e+07,2022-10-08 18:05:30.000 UTC,0xc328887a2df5cb6095e08da3d4f8ae32096da89fac8b3f41b76eb50041a1ac51,0,0
