pool_address,block_number,block_time,tx_hash,qty0,qty1
0x58de6a101b30926144bf6832287713dd60f481d3,7.3804062e+07,2023-02-12 06:35:04.000 UTC,0x8eed86ffa9974f6e779b6ddaea38c0b26789e5d0f1f4a2e2488ba96014e02dde,4290944998490006,33419
0x427464d9434f99a3d942c60210ee2376166975ce,7.3804609e+07,2023-02-12 06:38:52.000 UTC,0xfc64de105ec03ca7af4ea951236162df6b0c657d1be59ed278243b9be5f71220,1925863,1926093844511829755
0xda74db17023750d02b83be2559a4eaa013b65c54,7.381108e+07,2023-02-12 07:26:09.000 UTC,0x930f03a90ecc60d68a06c32b5e53660e670404371fd6432561b1b1b46ac8e2d1,5259080335089151,5825067559578301
0xb740344fed5a220248c8d8ef660552af654d69ac,7.3816152e+07,2023-02-12 08:00:43.000 UTC,0xb2f0d2bce656bdc3136b912e4be16aaad0d10efe99347a0d71be33b2cd9830c1,49816328466754074,75988956
0x787a828969391ce4bccd7fdc8a0743f9cc9470f5,7.3816195e+07,2023-02-12 08:00:58.000 UTC,0xf8b620db70cd9d27c3226fda5b774bab39af27da199dacca8f152048a191cae7,411093650905091886895,1017135555
0x4e2f78679b293ca7624ab5a6aea2cacec01d8c53,7.3817633e+07,2023-02-12 08:10:31.000 UTC,0xea048e875bbe7938437f4ae4770f0cdad6fccf1cff9b79897f4be5a0868980d1,2602158,1069011374458223026
0x58de6a101b30926144bf6832287713dd60f481d3,7.3821824e+07,2023-02-12 08:39:41.000 UTC,0xc78256f015a7282a086524bb707007fc366f60776ee11c619d91c046ceb7ca24,4520085064722,35
0xdcc97c90dce69407ebfc20a79f75bae4640f7565,7.3822005e+07,2023-02-12 08:40:43.000 UTC,0x4a442e9f9ab9b71300d1ab1508616e79babf13985b3de973467f7fd4ed52db80,8532239033364545,26008891183159402
0x5fc53f707c7aacd460a1cd564c06e0f07610fcb7,7.3822776e+07,2023-02-12 08:44:44.000 UTC,0x33e20e2f2137d1e019d18309182c3686404e9439cbe0955b063248376b78bb83,1393487369375392,2370357
0xda74db17023750d02b83be2559a4eaa013b65c54,7.3823017e+07,2023-02-12 08:46:00.000 UTC,0x79742e4a4181c748e85e827fb647534766fab8e5881a7be686ec40e66084439d,38409131686858398,42541742861705538
0x5fc53f707c7aacd460a1cd564c06e0f07610fcb7,7.3824568e+07,2023-02-12 08:55:05.000 UTC,0x6c89b413b1c202ca666253021594e4caacef6671a17c53fe844e3edb77cbe930,450626943906614,764796
0xda74db17023750d02b83be2559a4eaa013b65c54,7.3827314e+07,2023-02-12 09:10:11.000 UTC,0xeec6fdf3a9729cbe043270453329f21160360665db64f937ba8000e5781043e1,20957962966924491,23212948305084201
0x5fc53f707c7aacd460a1cd564c06e0f07610fcb7,7.382774e+07,2023-02-12 09:12:42.000 UTC,0xdb73df1c222047829a1e929efdc2f719ae6a52d8a5e083e14e874bb1f20618e5,159639455536410,270964
0xda74db17023750d02b83be2559a4eaa013b65c54,7.3829279e+07,2023-02-12 09:20:57.000 UTC,0x346d80561c6457e23d3fec489d36f2e82313c1a5f5399f5e27096472b8782442,834865887573708,924748737878769
